PAY_TABLE,START_DATE,END_DATE,PAY_PLAN,GRADE,STEP,BASIC_SALARY
U230,2022-07-25,4712-12-31,AD,14,02,101547
U230,2022-07-25,4712-12-31,AD,14,03,104182
U230,2022-07-25,4712-12-31,AD,14,04,106843
U230,2022-07-25,4712-12-31,AD,14,05,109539
U230,2022-07-25,4712-12-31,AD,14,06,112261
U230,2022-07-25,4712-12-31,AD,14,07,115010
U230,2022-07-25,4712-12-31,AD,14,08,117783
U230,2022-07-25,4712-12-31,AD,14,09,120573
U230,2022-07-25,4712-12-31,AD,14,10,123390
U230,2022-07-25,4712-12-31,AD,14,11,126221
U230,2022-07-25,4712-12-31,AD,14,12,129068
U230,2022-07-25,4712-12-31,AD,14,13,131923
U230,2022-07-25,4712-12-31,AD,14,14,134790
U230,2022-07-25,4712-12-31,AD,14,15,137670
U230,2022-07-25,4712-12-31,AD,14,16,140550
U230,2022-07-25,4712-12-31,AD,14,17,143434
U230,2022-07-25,4712-12-31,AD,14,18,146313
U230,2022-07-25,4712-12-31,AD,14,19,149194
U230,2022-07-25,4712-12-31,AD,14,20,152056
U230,2022-07-25,4712-12-31,AD,14,21,154923
U230,2022-07-25,4712-12-31,AD,14,22,157771
U230,2022-07-25,4712-12-31,AD,14,23,160604
U230,2022-07-25,4712-12-31,AD,14,24,163419
U230,2022-07-25,4712-12-31,AD,14,25,166206
U230,2022-07-25,4712-12-31,AD,14,26,168974
U230,2022-07-25,4712-12-31,AD,14,27,171713
U230,2022-07-25,4712-12-31,AD,14,28,174416
U230,2022-07-25,4712-12-31,AD,14,29,177085
U230,2022-07-25,4712-12-31,AD,15,00,102603
U230,2022-07-25,4712-12-31,AD,15,01,105172
U230,2022-07-25,4712-12-31,AD,15,02,107776
U230,2022-07-25,4712-12-31,AD,15,03,110405
U230,2022-07-25,4712-12-31,AD,15,04,113069
U230,2022-07-25,4712-12-31,AD,15,05,115763
U230,2022-07-25,4712-12-31,AD,15,06,118481
U230,2022-07-25,4712-12-31,AD,15,07,121230
U230,2022-07-25,4712-12-31,AD,15,08,124002
U230,2022-07-25,4712-12-31,AD,15,09,126800
U230,2022-07-25,4712-12-31,AD,15,10,129609
U230,2022-07-25,4712-12-31,AD,15,11,132447
U230,2022-07-25,4712-12-31,AD,15,12,135287
U230,2022-07-25,4712-12-31,AD,15,13,138145
U230,2022-07-25,4712-12-31,AD,15,14,141015
U230,2022-07-25,4712-12-31,AD,15,15,143892
U230,2022-07-25,4712-12-31,AD,15,16,146770
U230,2022-07-25,4712-12-31,AD,15,17,149655
U230,2022-07-25,4712-12-31,AD,15,18,152537
U230,2022-07-25,4712-12-31,AD,15,19,155411
U230,2022-07-25,4712-12-31,AD,15,20,158287
U230,2022-07-25,4712-12-31,AD,15,21,161144
U230,2022-07-25,4712-12-31,AD,15,22,163994
U230,2022-07-25,4712-12-31,AD,15,23,166827
U230,2022-07-25,4712-12-31,AD,15,24,169639
U230,2022-07-25,4712-12-31,AD,15,25,172434
U230,2022-07-25,4712-12-31,AD,15,26,175196
U230,2022-07-25,4712-12-31,AD,15,27,177935
U230,2022-07-25,4712-12-31,AD,15,28,180636
U230,2022-07-25,4712-12-31,AD,15,29,183305
U230,2022-07-25,4712-12-31,AD,16,00,108824
U230,2022-07-25,4712-12-31,AD,16,01,111393
U230,2022-07-25,4712-12-31,AD,16,02,113991
U230,2022-07-25,4712-12-31,AD,16,03,116625
U230,2022-07-25,4712-12-31,AD,16,04,119291
U230,2022-07-25,4712-12-31,AD,16,05,121984
U230,2022-07-25,4712-12-31,AD,16,06,124711
U230,2022-07-25,4712-12-31,AD,16,07,127454
U230,2022-07-25,4712-12-31,AD,16,08,130225
U230,2022-07-25,4712-12-31,AD,16,09,133018
U230,2022-07-25,4712-12-31,AD,16,10,135835
U230,2022-07-25,4712-12-31,AD,16,11,138665
U230,2022-07-25,4712-12-31,AD,16,12,141512
U230,2022-07-25,4712-12-31,AD,16,13,144372
U230,2022-07-25,4712-12-31,AD,11,00,84229
U230,2022-07-25,4712-12-31,AD,11,01,86794
U230,2022-07-25,4712-12-31,AD,11,02,89395
U230,2022-07-25,4712-12-31,AD,11,03,92028
U230,2022-07-25,4712-12-31,AD,11,04,94695
U230,2022-07-25,4712-12-31,AD,11,05,97386
U230,2022-07-25,4712-12-31,AD,11,06,100111
U230,2022-07-25,4712-12-31,AD,11,07,102859
U230,2022-07-25,4712-12-31,AD,11,08,105632
U230,2022-07-25,4712-12-31,AD,11,09,108422
U230,2022-07-25,4712-12-31,AD,11,21,142775
U230,2022-07-25,4712-12-31,AD,11,22,145620
U230,2022-07-25,4712-12-31,AD,11,23,148455
U230,2022-07-25,4712-12-31,AD,11,24,151270
U230,2022-07-25,4712-12-31,AD,11,25,154059
U230,2022-07-25,4712-12-31,AD,11,26,156825
U230,2022-07-25,4712-12-31,AD,11,27,159562
U230,2022-07-25,4712-12-31,AD,11,28,162266
U230,2022-07-25,4712-12-31,AD,11,29,164934
U230,2022-07-25,4712-12-31,AD,12,00,87191
U230,2022-07-25,4712-12-31,AD,16,14,147238
U230,2022-07-25,4712-12-31,AD,16,15,150114
U230,2022-07-25,4712-12-31,AD,16,16,152995
U230,2022-07-25,4712-12-31,AD,16,17,155877
U230,2022-07-25,4712-12-31,AD,16,18,158758
U230,2022-07-25,4712-12-31,AD,16,19,161638
U230,2022-07-25,4712-12-31,AD,16,20,164504
U230,2022-07-25,4712-12-31,AD,16,21,167370
U230,2022-07-25,4712-12-31,AD,16,22,170215
U230,2022-07-25,4712-12-31,AD,16,23,173045
U230,2022-07-25,4712-12-31,AD,16,24,175865
U230,2022-07-25,4712-12-31,AD,16,25,178656
U230,2022-07-25,4712-12-31,AD,16,26,181418
U230,2022-07-25,4712-12-31,AD,16,27,184154
U230,2022-07-25,4712-12-31,AD,16,28,186859
U230,2022-07-25,4712-12-31,AD,16,29,189530
U230,2022-07-25,4712-12-31,AD,17,00,116232
U230,2022-07-25,4712-12-31,AD,17,01,118804
U230,2022-07-25,4712-12-31,AD,17,02,121402
U230,2022-07-25,4712-12-31,AD,17,03,124033
U230,2022-07-25,4712-12-31,AD,17,04,126696
U230,2022-07-25,4712-12-31,AD,17,05,129396
U230,2022-07-25,4712-12-31,AD,17,06,132118
U230,2022-07-25,4712-12-31,AD,17,07,134862
U230,2022-07-25,4712-12-31,AD,17,08,137636
U230,2022-07-25,4712-12-31,AD,17,09,140429
U230,2022-07-25,4712-12-31,AD,17,10,143243
U230,2022-07-25,4712-12-31,AD,17,11,146075
U230,2022-07-25,4712-12-31,AD,17,12,148920
U230,2022-07-25,4712-12-31,AD,17,13,151779
U230,2022-07-25,4712-12-31,AD,17,14,154648
U230,2022-07-25,4712-12-31,AD,17,15,157520
U230,2022-07-25,4712-12-31,AD,17,16,160407
U230,2022-07-25,4712-12-31,AD,17,17,163285
U230,2022-07-25,4712-12-31,AD,17,18,166168
U230,2022-07-25,4712-12-31,AD,17,19,169047
U230,2022-07-25,4712-12-31,AD,17,20,171920
U230,2022-07-25,4712-12-31,AD,17,21,174778
U230,2022-07-25,4712-12-31,AD,17,22,177625
U230,2022-07-25,4712-12-31,AD,17,23,180460
U230,2022-07-25,4712-12-31,AD,17,24,183273
U230,2022-07-25,4712-12-31,AD,17,25,186059
U230,2022-07-25,4712-12-31,AD,17,26,188826
U230,2022-07-25,4712-12-31,AD,17,27,191563
U230,2022-07-25,4712-12-31,AD,17,28,194268
U230,2022-07-25,4712-12-31,AD,17,29,196939
U230,2022-07-25,4712-12-31,AD,18,00,123636
U230,2022-07-25,4712-12-31,AD,18,01,126211
U230,2022-07-25,4712-12-31,AD,18,02,128810
U230,2022-07-25,4712-12-31,AD,18,03,131443
U230,2022-07-25,4712-12-31,AD,18,04,134105
U230,2022-07-25,4712-12-31,AD,18,05,136801
U230,2022-07-25,4712-12-31,AD,18,06,139523
U230,2022-07-25,4712-12-31,AD,18,07,142270
U230,2022-07-25,4712-12-31,AD,18,08,145043
U230,2022-07-25,4712-12-31,AD,18,09,147837
U230,2022-07-25,4712-12-31,AD,18,10,150653
U230,2022-07-25,4712-12-31,AD,18,11,153487
U230,2022-07-25,4712-12-31,AD,18,12,156327
U230,2022-07-25,4712-12-31,AD,18,13,159189
U230,2022-07-25,4712-12-31,AD,18,14,162054
U230,2022-07-25,4712-12-31,AD,18,15,164931
U230,2022-07-25,4712-12-31,AD,18,16,167814
U230,2022-07-25,4712-12-31,AD,18,17,170694
U230,2022-07-25,4712-12-31,AD,18,18,173577
U230,2022-07-25,4712-12-31,AD,18,19,176456
U230,2022-07-25,4712-12-31,AD,18,20,179326
U230,2022-07-25,4712-12-31,AD,11,11,114069
U230,2022-07-25,4712-12-31,AD,11,12,116913
U230,2022-07-25,4712-12-31,AD,11,13,119772
U230,2022-07-25,4712-12-31,AD,11,14,122639
U230,2022-07-25,4712-12-31,AD,11,15,125518
U230,2022-07-25,4712-12-31,AD,11,16,128397
U230,2022-07-25,4712-12-31,AD,11,17,131282
U230,2022-07-25,4712-12-31,AD,11,18,134165
U230,2022-07-25,4712-12-31,AD,11,19,137042
U230,2022-07-25,4712-12-31,AD,11,20,139914
U230,2022-07-25,4712-12-31,AD,11,10,111240
U230,2022-07-25,4712-12-31,AD,12,01,89759
U230,2022-07-25,4712-12-31,AD,12,02,92360
U230,2022-07-25,4712-12-31,AD,12,03,94994
U230,2022-07-25,4712-12-31,AD,12,04,97662
U230,2022-07-25,4712-12-31,AD,12,05,100349
U230,2022-07-25,4712-12-31,AD,12,06,103072
U230,2022-07-25,4712-12-31,AD,12,07,105823
U230,2022-07-25,4712-12-31,AD,12,08,108592
U230,2022-07-25,4712-12-31,AD,12,09,111387
U230,2022-07-25,4712-12-31,AD,12,10,114201
U230,2022-07-25,4712-12-31,AD,12,11,117033
U230,2022-07-25,4712-12-31,AD,12,12,119877
U230,2022-07-25,4712-12-31,AD,12,13,122734
U230,2022-07-25,4712-12-31,AD,12,14,125603
U230,2022-07-25,4712-12-31,AD,12,15,128478
U230,2022-07-25,4712-12-31,AD,12,16,131361
U230,2022-07-25,4712-12-31,AD,12,17,134245
U230,2022-07-25,4712-12-31,AD,12,18,137127
U230,2022-07-25,4712-12-31,AD,12,19,140001
U230,2022-07-25,4712-12-31,AD,12,20,142878
U230,2022-07-25,4712-12-31,AD,12,21,145737
U230,2022-07-25,4712-12-31,AD,12,22,148585
U230,2022-07-25,4712-12-31,AD,12,23,151418
U230,2022-07-25,4712-12-31,AD,12,24,154229
U230,2022-07-25,4712-12-31,AD,12,25,157020
U230,2022-07-25,4712-12-31,AD,12,26,159790
U230,2022-07-25,4712-12-31,AD,12,27,162523
U230,2022-07-25,4712-12-31,AD,12,28,165228
U230,2022-07-25,4712-12-31,AD,12,29,167895
U230,2022-07-25,4712-12-31,AD,13,00,90157
U230,2022-07-25,4712-12-31,AD,13,01,92724
U230,2022-07-25,4712-12-31,AD,13,02,95322
U230,2022-07-25,4712-12-31,AD,13,03,97955
U230,2022-07-25,4712-12-31,AD,13,04,100620
U230,2022-07-25,4712-12-31,AD,13,05,103313
U230,2022-07-25,4712-12-31,AD,13,06,106037
U230,2022-07-25,4712-12-31,AD,13,08,111555
U230,2022-07-25,4712-12-31,AD,13,09,114351
U230,2022-07-25,4712-12-31,AD,13,10,117163
U230,2022-07-25,4712-12-31,AD,13,11,119993
U230,2022-07-25,4712-12-31,AD,13,12,122838
U230,2022-07-25,4712-12-31,AD,13,13,125699
U230,2022-07-25,4712-12-31,AD,13,14,128569
U230,2022-07-25,4712-12-31,AD,13,15,131443
U230,2022-07-25,4712-12-31,AD,13,16,134324
U230,2022-07-25,4712-12-31,AD,13,17,137206
U230,2022-07-25,4712-12-31,AD,13,18,140087
U230,2022-07-25,4712-12-31,AD,13,19,142965
U230,2022-07-25,4712-12-31,AD,13,20,145837
U230,2022-07-25,4712-12-31,AD,13,21,148702
U230,2022-07-25,4712-12-31,AD,13,22,151546
U230,2022-07-25,4712-12-31,AD,13,23,154379
U230,2022-07-25,4712-12-31,AD,13,24,157195
U230,2022-07-25,4712-12-31,AD,13,25,159986
U230,2022-07-25,4712-12-31,AD,13,26,162746
U230,2022-07-25,4712-12-31,AD,13,27,165485
U230,2022-07-25,4712-12-31,AD,13,28,168188
U230,2022-07-25,4712-12-31,AD,13,29,170860
U230,2022-07-25,4712-12-31,AD,14,00,96378
U230,2022-07-25,4712-12-31,AD,13,07,108787
U250,2022-07-25,4712-12-31,AD,16,18,142252
U250,2022-07-25,4712-12-31,AD,16,19,144823
U250,2022-07-25,4712-12-31,AD,16,20,147404
U250,2022-07-25,4712-12-31,AD,16,21,149964
U250,2022-07-25,4712-12-31,AD,16,22,152513
U250,2022-07-25,4712-12-31,AD,16,23,155052
U250,2022-07-25,4712-12-31,AD,16,24,157570
U250,2022-07-25,4712-12-31,AD,16,25,160072
U250,2022-07-25,4712-12-31,AD,16,26,162550
U250,2022-07-25,4712-12-31,AD,16,27,165003
U250,2022-07-25,4712-12-31,AD,16,28,167427
U250,2022-07-25,4712-12-31,AD,16,29,169818
U250,2022-07-25,4712-12-31,AD,17,00,104146
U250,2022-07-25,4712-12-31,AD,17,01,106449
U250,2022-07-25,4712-12-31,AD,17,02,108778
U250,2022-07-25,4712-12-31,AD,17,03,111137
U250,2022-07-25,4712-12-31,AD,17,04,113522
U250,2022-07-25,4712-12-31,AD,17,05,115938
U250,2022-07-25,4712-12-31,AD,17,06,118374
U250,2022-07-25,4712-12-31,AD,17,07,120836
U250,2022-07-25,4712-12-31,AD,17,08,123320
U250,2022-07-25,4712-12-31,AD,17,09,125823
U250,2022-07-25,4712-12-31,AD,17,10,128346
U250,2022-07-25,4712-12-31,AD,17,11,130879
U250,2022-07-25,4712-12-31,AD,17,12,133434
U250,2022-07-25,4712-12-31,AD,17,13,135996
U250,2022-07-25,4712-12-31,AD,17,14,138567
U250,2022-07-25,4712-12-31,AD,17,15,141142
U250,2022-07-25,4712-12-31,AD,17,16,143721
U250,2022-07-25,4712-12-31,AD,17,17,146306
U250,2022-07-25,4712-12-31,AD,17,18,148885
U250,2022-07-25,4712-12-31,AD,17,19,151465
U250,2022-07-25,4712-12-31,AD,17,20,154040
U250,2022-07-25,4712-12-31,AD,17,21,156601
U250,2022-07-25,4712-12-31,AD,17,22,159152
U250,2022-07-25,4712-12-31,AD,17,23,161691
U250,2022-07-25,4712-12-31,AD,17,24,164206
U250,2022-07-25,4712-12-31,AD,17,25,166714
U250,2022-07-25,4712-12-31,AD,17,26,169189
U250,2022-07-25,4712-12-31,AD,16,16,137079
U250,2022-07-25,4712-12-31,AD,16,17,139668
U250,2022-07-25,4712-12-31,AD,11,00,75468
U250,2022-07-25,4712-12-31,AD,11,01,77771
U250,2022-07-25,4712-12-31,AD,11,02,80099
U250,2022-07-25,4712-12-31,AD,11,03,82456
U250,2022-07-25,4712-12-31,AD,11,04,84848
U250,2022-07-25,4712-12-31,AD,11,05,87259
U250,2022-07-25,4712-12-31,AD,11,06,89696
U250,2022-07-25,4712-12-31,AD,11,07,92163
U250,2022-07-25,4712-12-31,AD,11,08,94642
U250,2022-07-25,4712-12-31,AD,11,09,97148
U250,2022-07-25,4712-12-31,AD,11,10,99671
U250,2022-07-25,4712-12-31,AD,11,11,102204
U250,2022-07-25,4712-12-31,AD,11,12,104758
U250,2022-07-25,4712-12-31,AD,11,13,107318
U250,2022-07-25,4712-12-31,AD,11,14,109885
U250,2022-07-25,4712-12-31,AD,11,15,112464
U250,2022-07-25,4712-12-31,AD,11,16,115045
U250,2022-07-25,4712-12-31,AD,11,17,117628
U250,2022-07-25,4712-12-31,AD,11,18,120208
U250,2022-07-25,4712-12-31,AD,11,19,122789
U250,2022-07-25,4712-12-31,AD,11,20,125361
U250,2022-07-25,4712-12-31,AD,11,21,127925
U250,2022-07-25,4712-12-31,AD,11,22,130477
U250,2022-07-25,4712-12-31,AD,11,23,133013
U250,2022-07-25,4712-12-31,AD,11,24,135535
U250,2022-07-25,4712-12-31,AD,11,25,138032
U250,2022-07-25,4712-12-31,AD,11,26,140517
U250,2022-07-25,4712-12-31,AD,11,27,142964
U250,2022-07-25,4712-12-31,AD,11,28,145387
U250,2022-07-25,4712-12-31,AD,11,29,147782
U250,2022-07-25,4712-12-31,AD,12,00,78125
U250,2022-07-25,4712-12-31,AD,12,01,80429
U250,2022-07-25,4712-12-31,AD,12,02,82753
U250,2022-07-25,4712-12-31,AD,12,03,85115
U250,2022-07-25,4712-12-31,AD,12,04,87501
U250,2022-07-25,4712-12-31,AD,12,05,89915
U250,2022-07-25,4712-12-31,AD,12,08,97299
U250,2022-07-25,4712-12-31,AD,12,09,99805
U250,2022-07-25,4712-12-31,AD,12,10,102324
U250,2022-07-25,4712-12-31,AD,12,11,104863
U250,2022-07-25,4712-12-31,AD,12,12,107409
U250,2022-07-25,4712-12-31,AD,12,13,109976
U250,2022-07-25,4712-12-31,AD,12,14,112544
U250,2022-07-25,4712-12-31,AD,12,15,115122
U250,2022-07-25,4712-12-31,AD,12,16,117698
U250,2022-07-25,4712-12-31,AD,12,17,120285
U250,2022-07-25,4712-12-31,AD,12,18,122867
U250,2022-07-25,4712-12-31,AD,12,19,125442
U250,2022-07-25,4712-12-31,AD,12,20,128016
U250,2022-07-25,4712-12-31,AD,12,21,130576
U250,2022-07-25,4712-12-31,AD,12,22,133132
U250,2022-07-25,4712-12-31,AD,12,23,135666
U250,2022-07-25,4712-12-31,AD,12,24,138191
U250,2022-07-25,4712-12-31,AD,12,25,140690
U250,2022-07-25,4712-12-31,AD,12,26,143171
U250,2022-07-25,4712-12-31,AD,12,27,145620
U250,2022-07-25,4712-12-31,AD,12,28,148044
U250,2022-07-25,4712-12-31,AD,12,29,150436
U250,2022-07-25,4712-12-31,AD,13,00,80779
U250,2022-07-25,4712-12-31,AD,13,01,83080
U250,2022-07-25,4712-12-31,AD,13,02,85411
U250,2022-07-25,4712-12-31,AD,13,03,87769
U250,2022-07-25,4712-12-31,AD,13,04,90157
U250,2022-07-25,4712-12-31,AD,13,05,92568
U250,2022-07-25,4712-12-31,AD,13,06,95006
U250,2022-07-25,4712-12-31,AD,12,06,92354
U250,2022-07-25,4712-12-31,AD,12,07,94819
U250,2022-07-25,4712-12-31,AD,17,27,171639
U250,2022-07-25,4712-12-31,AD,17,28,174064
U250,2022-07-25,4712-12-31,AD,17,29,176457
U250,2022-07-25,4712-12-31,AD,18,00,110780
U250,2022-07-25,4712-12-31,AD,18,01,113085
U250,2022-07-25,4712-12-31,AD,18,02,115413
U250,2022-07-25,4712-12-31,AD,18,03,117776
U250,2022-07-25,4712-12-31,AD,18,04,120161
U250,2022-07-25,4712-12-31,AD,18,05,122576
U250,2022-07-25,4712-12-31,AD,18,06,125010
U250,2022-07-25,4712-12-31,AD,18,07,127473
U250,2022-07-25,4712-12-31,AD,18,08,129960
U250,2022-07-25,4712-12-31,AD,18,09,132459
U250,2022-07-25,4712-12-31,AD,18,10,134981
U250,2022-07-25,4712-12-31,AD,18,11,137517
U250,2022-07-25,4712-12-31,AD,18,12,140073
U250,2022-07-25,4712-12-31,AD,18,13,142632
U250,2022-07-25,4712-12-31,AD,18,14,145204
U250,2022-07-25,4712-12-31,AD,18,15,147782
U250,2022-07-25,4712-12-31,AD,18,16,150357
U250,2022-07-25,4712-12-31,AD,18,17,152944
U250,2022-07-25,4712-12-31,AD,18,18,155523
U250,2022-07-25,4712-12-31,AD,18,19,158104
U250,2022-07-25,4712-12-31,AD,18,20,160677
U250,2022-07-25,4712-12-31,AD,18,21,163239
U250,2022-07-25,4712-12-31,AD,18,22,165791
U250,2022-07-25,4712-12-31,AD,18,23,168331
U250,2022-07-25,4712-12-31,AD,18,24,170850
U250,2022-07-25,4712-12-31,AD,18,25,173347
U250,2022-07-25,4712-12-31,AD,18,26,175828
U250,2022-07-25,4712-12-31,AD,18,27,178281
U250,2022-07-25,4712-12-31,AD,18,28,180699
U250,2022-07-25,4712-12-31,AD,18,29,183095
U250,2022-07-25,4712-12-31,AD,13,07,97469
U250,2022-07-25,4712-12-31,AD,13,08,99957
U250,2022-07-25,4712-12-31,AD,13,09,102457
U250,2022-07-25,4712-12-31,AD,13,10,104984
U250,2022-07-25,4712-12-31,AD,13,11,107518
U250,2022-07-25,4712-12-31,AD,13,12,110065
U250,2022-07-25,4712-12-31,AD,13,13,112630
U250,2022-07-25,4712-12-31,AD,13,14,115197
U250,2022-07-25,4712-12-31,AD,13,15,117779
U250,2022-07-25,4712-12-31,AD,13,16,120355
U250,2022-07-25,4712-12-31,AD,13,17,122938
U250,2022-07-25,4712-12-31,AD,13,18,125520
U250,2022-07-25,4712-12-31,AD,13,19,128100
U250,2022-07-25,4712-12-31,AD,13,20,130670
U250,2022-07-25,4712-12-31,AD,13,21,133235
U250,2022-07-25,4712-12-31,AD,13,22,135788
U250,2022-07-25,4712-12-31,AD,13,23,138329
U250,2022-07-25,4712-12-31,AD,13,24,140847
U250,2022-07-25,4712-12-31,AD,13,25,143345
U250,2022-07-25,4712-12-31,AD,13,26,145826
U250,2022-07-25,4712-12-31,AD,13,27,148277
U250,2022-07-25,4712-12-31,AD,13,28,150700
U250,2022-07-25,4712-12-31,AD,13,29,153092
U250,2022-07-25,4712-12-31,AD,14,00,86356
U250,2022-07-25,4712-12-31,AD,14,01,88653
U250,2022-07-25,4712-12-31,AD,14,02,90985
U250,2022-07-25,4712-12-31,AD,14,03,93343
U250,2022-07-25,4712-12-31,AD,14,04,95730
U250,2022-07-25,4712-12-31,AD,14,05,98144
U250,2022-07-25,4712-12-31,AD,14,06,100586
U250,2022-07-25,4712-12-31,AD,14,07,103049
U250,2022-07-25,4712-12-31,AD,14,08,105531
U250,2022-07-25,4712-12-31,AD,14,09,108034
U250,2022-07-25,4712-12-31,AD,14,10,110553
U250,2022-07-25,4712-12-31,AD,14,11,113094
U250,2022-07-25,4712-12-31,AD,14,12,115642
U250,2022-07-25,4712-12-31,AD,14,13,118206
U250,2022-07-25,4712-12-31,AD,14,14,120776
U250,2022-07-25,4712-12-31,AD,14,15,123351
U250,2022-07-25,4712-12-31,AD,14,16,125929
U250,2022-07-25,4712-12-31,AD,14,17,128513
U250,2022-07-25,4712-12-31,AD,14,18,131098
U250,2022-07-25,4712-12-31,AD,14,19,133675
U250,2022-07-25,4712-12-31,AD,14,20,136247
U250,2022-07-25,4712-12-31,AD,14,21,138808
U250,2022-07-25,4712-12-31,AD,14,22,141363
U250,2022-07-25,4712-12-31,AD,14,23,143900
U250,2022-07-25,4712-12-31,AD,14,24,146422
U250,2022-07-25,4712-12-31,AD,14,25,148922
U250,2022-07-25,4712-12-31,AD,14,26,151399
U250,2022-07-25,4712-12-31,AD,14,28,156273
U250,2022-07-25,4712-12-31,AD,14,29,158669
U250,2022-07-25,4712-12-31,AD,15,00,91929
U250,2022-07-25,4712-12-31,AD,15,01,94234
U250,2022-07-25,4712-12-31,AD,15,02,96562
U250,2022-07-25,4712-12-31,AD,15,03,98922
U250,2022-07-25,4712-12-31,AD,15,04,101309
U250,2022-07-25,4712-12-31,AD,15,05,103723
U250,2022-07-25,4712-12-31,AD,15,06,106161
U250,2022-07-25,4712-12-31,AD,15,07,108624
U250,2022-07-25,4712-12-31,AD,15,08,111105
U250,2022-07-25,4712-12-31,AD,15,09,113611
U250,2022-07-25,4712-12-31,AD,15,10,116132
U250,2022-07-25,4712-12-31,AD,15,11,118667
U250,2022-07-25,4712-12-31,AD,15,12,121216
U250,2022-07-25,4712-12-31,AD,15,13,123781
U250,2022-07-25,4712-12-31,AD,15,14,126351
U250,2022-07-25,4712-12-31,AD,15,15,128927
U250,2022-07-25,4712-12-31,AD,15,16,131505
U250,2022-07-25,4712-12-31,AD,14,27,153853
U250,2022-07-25,4712-12-31,AD,15,17,134093
U250,2022-07-25,4712-12-31,AD,15,18,136672
U250,2022-07-25,4712-12-31,AD,15,19,139252
U250,2022-07-25,4712-12-31,AD,15,20,141824
U250,2022-07-25,4712-12-31,AD,15,21,144386
U250,2022-07-25,4712-12-31,AD,15,22,146938
U250,2022-07-25,4712-12-31,AD,15,23,149474
U250,2022-07-25,4712-12-31,AD,15,24,151996
U250,2022-07-25,4712-12-31,AD,15,25,154498
U250,2022-07-25,4712-12-31,AD,15,26,156976
U250,2022-07-25,4712-12-31,AD,15,27,159423
U250,2022-07-25,4712-12-31,AD,15,28,161851
U250,2022-07-25,4712-12-31,AD,15,29,164241
U250,2022-07-25,4712-12-31,AD,16,00,97506
U250,2022-07-25,4712-12-31,AD,16,01,99808
U250,2022-07-25,4712-12-31,AD,16,02,102137
U250,2022-07-25,4712-12-31,AD,16,03,104496
U250,2022-07-25,4712-12-31,AD,16,04,106883
U250,2022-07-25,4712-12-31,AD,16,05,109296
U250,2022-07-25,4712-12-31,AD,16,06,111734
U250,2022-07-25,4712-12-31,AD,16,07,114198
U250,2022-07-25,4712-12-31,AD,16,08,116684
U250,2022-07-25,4712-12-31,AD,16,09,119188
U250,2022-07-25,4712-12-31,AD,16,10,121707
U250,2022-07-25,4712-12-31,AD,16,11,124244
U250,2022-07-25,4712-12-31,AD,16,12,126795
U250,2022-07-25,4712-12-31,AD,16,13,129356
U250,2022-07-25,4712-12-31,AD,16,14,131929
U250,2022-07-25,4712-12-31,AD,16,15,134501
U300,2022-07-25,4712-12-31,AD,15,00,49327
U300,2022-07-25,4712-12-31,AD,15,01,50830
U300,2022-07-25,4712-12-31,AD,15,02,52352
U300,2022-07-25,4712-12-31,AD,15,03,53890
U300,2022-07-25,4712-12-31,AD,15,04,55452
U300,2022-07-25,4712-12-31,AD,15,05,57029
U300,2022-07-25,4712-12-31,AD,15,06,58625
U300,2022-07-25,4712-12-31,AD,15,07,60233
U300,2022-07-25,4712-12-31,AD,15,08,61854
U300,2022-07-25,4712-12-31,AD,15,09,63490
U300,2022-07-25,4712-12-31,AD,15,10,65139
U300,2022-07-25,4712-12-31,AD,15,11,66803
U300,2022-07-25,4712-12-31,AD,15,12,68462
U300,2022-07-25,4712-12-31,AD,15,13,70138
U300,2022-07-25,4712-12-31,AD,15,14,71819
U300,2022-07-25,4712-12-31,AD,15,15,73510
U300,2022-07-25,4712-12-31,AD,15,16,75192
U300,2022-07-25,4712-12-31,AD,15,17,76879
U300,2022-07-25,4712-12-31,AD,15,18,78566
U300,2022-07-25,4712-12-31,AD,15,19,80251
U300,2022-07-25,4712-12-31,AD,15,20,81931
U300,2022-07-25,4712-12-31,AD,15,21,83609
U300,2022-07-25,4712-12-31,AD,15,22,85277
U300,2022-07-25,4712-12-31,AD,15,23,86935
U300,2022-07-25,4712-12-31,AD,15,24,88580
U300,2022-07-25,4712-12-31,AD,15,25,90216
U300,2022-07-25,4712-12-31,AD,15,26,91834
U300,2022-07-25,4712-12-31,AD,15,27,93437
U300,2022-07-25,4712-12-31,AD,15,28,95023
U300,2022-07-25,4712-12-31,AD,15,29,96585
U310,2022-07-25,4712-12-31,AD,12,17,85918
U310,2022-07-25,4712-12-31,AD,12,18,87762
U310,2022-07-25,4712-12-31,AD,12,19,89601
U310,2022-07-25,4712-12-31,AD,12,20,91437
U310,2022-07-25,4712-12-31,AD,12,21,93275
U310,2022-07-25,4712-12-31,AD,12,22,95095
U310,2022-07-25,4712-12-31,AD,12,23,96908
U310,2022-07-25,4712-12-31,AD,12,24,98704
U310,2022-07-25,4712-12-31,AD,12,25,100491
U310,2022-07-25,4712-12-31,AD,12,26,102265
U310,2022-07-25,4712-12-31,AD,12,27,104013
U310,2022-07-25,4712-12-31,AD,12,28,105747
U310,2022-07-25,4712-12-31,AD,12,29,107454
U310,2022-07-25,4712-12-31,AD,13,00,57697
U310,2022-07-25,4712-12-31,AD,13,01,59347
U310,2022-07-25,4712-12-31,AD,13,02,61008
